job_id,job_title,company,location,experience_level,work_type,salary_usd,skills,year,month,posted_date
4412,Machine Learning Engineer,Qualcomm,"Los Angeles, CA",Mid,Remote,132223.0,"Azure, Tableau, Airflow",2023,10,2023-10-07
4413,AI Engineer,Snowflake,"London, UK",Mid,Remote,113924.0,"Transformers, Statistics, Docker",2025,7,2025-07-05
4414,AI Research Scientist,Salesforce,"San Francisco, CA",Mid,Hybrid,100833.0,"Kubernetes, FastAPI, A/B Testing, SQL, TensorFlow, NLP, Azure, Feature Engineering",2024,7,2024-07-13
4415,AI Engineer,Amazon,"New York, NY",Senior,Hybrid,170761.0,"Data Engineering, Pandas, Tableau, Airflow, TensorFlow, Docker, MLOps, Hadoop",2024,3,2024-03-01
4416,NLP Engineer,Apple,"Toronto, Canada",Lead,Hybrid,207316.0,"Feature Engineering, NLP, Linux, Machine Learning, Spark, GCP",2023,5,2023-05-08
4417,LLM Engineer,Anthropic,"San Francisco, CA",Mid,Remote,143886.0,"Scala, AWS, Azure, Pandas, NLP, Transformers",2025,12,2025-12-18
4418,LLM Engineer,Google,"Los Angeles, CA",Senior,Hybrid,136548.0,"FastAPI, Spark, AWS, Machine Learning, NLP",2024,8,2024-08-18
4419,Computer Vision Engineer,Microsoft,"Austin, TX",Mid,Onsite,125005.0,"Scala, A/B Testing, Data Engineering, Computer Vision, Kubernetes, NumPy, scikit-learn",2023,1,2023-01-12
4420,AI Research Scientist,HCL Technologies,"Bengaluru, India",Mid,Remote,29586.0,"Scala, scikit-learn, Python, SQL, LLM, Docker",2024,11,2024-11-09
4421,AI Engineer,Anthropic,"Toronto, Canada",Entry,Remote,109741.0,"Airflow, NLP, Git, Linux, Azure, A/B Testing, Machine Learning, NumPy",2025,10,2025-10-02
4422,LLM Engineer,Stripe,"Toronto, Canada",Senior,Hybrid,155019.0,"Spark, Linux, R, Scala, FastAPI, Azure",2023,7,2023-07-13
4423,Data Scientist,OpenAI,"Los Angeles, CA",Mid,Remote,132554.0,"NumPy, Scala, Python, MLOps, R, Transformers",2024,2,2024-02-23
4424,Data Scientist,Adobe,"Pune, India",Senior,Remote,45893.0,"Transformers, Docker, MLOps, Python, Airflow, Data Engineering",2024,10,2024-10-01
4425,AI Product Manager,IBM,"Bengaluru, India",Senior,Hybrid,39633.0,"Airflow, Computer Vision, AWS, R, Azure, Pandas, TensorFlow, Feature Engineering",2024,1,2024-01-06
4426,LLM Engineer,Google,"Toronto, Canada",Senior,Remote,154019.0,"LLM, Statistics, Git, Linux",2022,12,2022-12-14
4427,Data Scientist,IBM,"London, UK",Senior,Remote,153388.0,"Airflow, Pandas, R, PyTorch",2023,4,2023-04-18
4428,NLP Engineer,Amazon,"Hyderabad, India",Entry,Onsite,22571.0,"Scala, Power BI, SQL, LLM, Statistics, Pandas, PyTorch, Deep Learning",2025,10,2025-10-03
4429,AI Engineer,TCS,Remote,Mid,Hybrid,132104.0,"Kubernetes, Data Engineering, Azure, Transformers, Power BI",2025,11,2025-11-22
4430,Deep Learning Engineer,Tesla,"San Francisco, CA",Senior,Remote,164672.0,"Docker, PyTorch, MLOps, Azure, R, Linux",2025,12,2025-12-11
4431,NLP Engineer,Databricks,"Boston, MA",Senior,Onsite,124779.0,"Computer Vision, Java, Machine Learning, Pandas, Azure, Feature Engineering",2024,8,2024-08-08
4432,AI Research Scientist,Microsoft,"Amsterdam, Netherlands",Entry,Remote,76163.0,"A/B Testing, Scala, Airflow, GCP, scikit-learn, SQL",2022,3,2022-03-01
4433,Machine Learning Engineer,Samsung,"Bengaluru, India",Mid,Onsite,38310.0,"Java, Kubernetes, MLOps, Hadoop",2024,3,2024-03-05
4434,Machine Learning Engineer,Apple,"New York, NY",Mid,Remote,124224.0,"Airflow, AWS, NLP, Machine Learning, NumPy, Data Engineering, Python, Deep Learning",2024,11,2024-11-27
4435,Machine Learning Engineer,Meta,"San Francisco, CA",Mid,Onsite,124359.0,"Power BI, Pandas, Kubernetes, scikit-learn, Transformers",2022,7,2022-07-11
4436,AI Engineer,Snowflake,"New York, NY",Mid,Hybrid,141397.0,"SQL, AWS, FastAPI, Docker, Java",2025,8,2025-08-12
4437,MLOps Engineer,IBM,"San Francisco, CA",Senior,Hybrid,173175.0,"NLP, Statistics, GCP, Linux, Python, R, PyTorch, Docker",2023,3,2023-03-17
4438,LLM Engineer,OpenAI,"Chicago, IL",Senior,Hybrid,172420.0,"SQL, FastAPI, Computer Vision, Tableau, Statistics, Machine Learning, R",2025,8,2025-08-03
4439,Machine Learning Engineer,Apple,"San Francisco, CA",Entry,Remote,92268.0,"Linux, Power BI, Scala, Tableau, LLM, SQL, GCP, Pandas",2024,9,2024-09-15
4440,LLM Engineer,Uber,"San Francisco, CA",Senior,Remote,188948.0,"A/B Testing, TensorFlow, scikit-learn, NLP, R, Tableau",2025,6,2025-06-03
4441,Deep Learning Engineer,Adobe,"London, UK",Mid,Hybrid,114524.0,"AWS, Data Engineering, PyTorch, Spark, Feature Engineering",2025,8,2025-08-07
4442,Data Scientist,Adobe,"Berlin, Germany",Mid,Remote,118284.0,"GCP, Kubernetes, FastAPI, NumPy, scikit-learn, Transformers, LLM, Docker",2024,2,2024-02-26
4443,Machine Learning Engineer,Meta,"San Francisco, CA",Mid,Remote,142021.0,"TensorFlow, Git, NumPy",2024,3,2024-03-23
4444,Computer Vision Engineer,Amazon,"New York, NY",Senior,Hybrid,180361.0,"Spark, LLM, Kubernetes, Data Engineering, TensorFlow, Feature Engineering, Docker",2024,5,2024-05-13
4445,AI Engineer,JPMorgan,"Los Angeles, CA",Entry,Remote,72345.0,"Power BI, NLP, scikit-learn, Data Engineering, Azure, TensorFlow, Spark, Java",2025,3,2025-03-09
4446,Data Scientist,Microsoft,Remote,Senior,Remote,133751.0,"Airflow, Computer Vision, Feature Engineering, MLOps, SQL, Java",2024,12,2024-12-07
4447,Deep Learning Engineer,Google,"Austin, TX",Mid,Onsite,122382.0,"Data Engineering, Docker, R",2023,1,2023-01-13
4448,LLM Engineer,AMD,"London, UK",Mid,Remote,141172.0,"Git, GCP, Python, NLP",2025,6,2025-06-02
4449,Computer Vision Engineer,Airbnb,"Bengaluru, India",Senior,Remote,49383.0,"GCP, TensorFlow, Docker, Machine Learning, Java, Git, Computer Vision",2023,8,2023-08-01
4450,Data Scientist,Apple,"Bengaluru, India",Mid,Onsite,38049.0,"SQL, R, Kubernetes, LLM, Docker, NLP",2022,3,2022-03-17
4451,AI Engineer,TCS,"Austin, TX",Entry,Remote,88651.0,"Data Engineering, Docker, scikit-learn",2024,7,2024-07-16
4452,MLOps Engineer,Meta,"Austin, TX",Lead,Hybrid,173765.0,"A/B Testing, Java, Linux, GCP",2025,12,2025-12-10
4453,LLM Engineer,Salesforce,"Boston, MA",Lead,Hybrid,,"NLP, MLOps, PyTorch, Feature Engineering, Azure, LLM, FastAPI, AWS",2025,3,2025-03-04
4454,Machine Learning Engineer,Infosys,Remote,Mid,Remote,137940.0,"scikit-learn, Git, Airflow",2024,9,2024-09-22
4455,Data Scientist,Salesforce,"San Francisco, CA",Mid,Remote,132724.0,"Docker, Scala, Machine Learning, Python",2023,4,2023-04-18
4456,MLOps Engineer,Apple,"New York, NY",Mid,Hybrid,122916.0,"Pandas, Statistics, Scala, SQL, Airflow, Power BI, Kubernetes, Linux",2023,9,2023-09-11
4457,MLOps Engineer,JPMorgan,"Mumbai, India",Lead,Onsite,44558.0,"Git, PyTorch, LLM",2023,9,2023-09-16
4458,LLM Engineer,Uber,Remote,Senior,Hybrid,149734.0,"LLM, Tableau, Python, GCP, SQL, Machine Learning, Airflow",2024,1,2024-01-19
4459,MLOps Engineer,Databricks,"San Francisco, CA",Senior,Remote,123537.0,"Scala, SQL, AWS, Feature Engineering, Python, Airflow, Git",2024,8,2024-08-07
4460,Machine Learning Engineer,ByteDance,"Los Angeles, CA",Entry,Remote,103842.0,"Spark, Azure, GCP, Git",2025,8,2025-08-15
4461,Machine Learning Engineer,Microsoft,"Los Angeles, CA",Entry,Remote,109921.0,"NLP, Docker, Data Engineering, Spark, NumPy",2023,4,2023-04-05
4462,Deep Learning Engineer,Adobe,Remote,Senior,Onsite,,"SQL, LLM, Deep Learning, Azure, R, Hadoop, MLOps, Feature Engineering",2023,3,2023-03-22
4463,NLP Engineer,Microsoft,"Berlin, Germany",Senior,Remote,174756.0,"Tableau, LLM, Pandas, Python, Machine Learning, scikit-learn, Docker, Git",2024,2,2024-02-01
4464,MLOps Engineer,Google,"London, UK",Entry,Remote,97772.0,"Hadoop, A/B Testing, R",2025,12,2025-12-16
4465,Data Scientist,Baidu,"Bengaluru, India",Mid,Remote,30010.0,"Airflow, Python, Data Engineering, GCP, R",2023,5,2023-05-02
4466,Data Scientist,Amazon,"Bengaluru, India",Mid,Remote,27779.0,"NLP, Kubernetes, Machine Learning",2024,6,2024-06-14
4467,Data Analyst,Goldman Sachs,"Toronto, Canada",Mid,Hybrid,91246.0,"GCP, Airflow, Machine Learning, Tableau, scikit-learn",2024,1,2024-01-03
4468,Machine Learning Engineer,Google,"New York, NY",Lead,Hybrid,217585.0,"Linux, Scala, Feature Engineering, Spark, AWS, GCP",2023,10,2023-10-26
4469,NLP Engineer,TCS,"New York, NY",Mid,Onsite,125801.0,"TensorFlow, Statistics, Scala, NLP",2024,6,2024-06-07
4470,Machine Learning Engineer,Stripe,Remote,Senior,Hybrid,178111.0,"TensorFlow, Machine Learning, LLM, GCP, PyTorch, Power BI",2024,1,2024-01-26
4471,MLOps Engineer,Amazon,"Bengaluru, India",Mid,Hybrid,34553.0,"Git, Feature Engineering, Spark, Deep Learning, LLM",2025,7,2025-07-09
4472,Machine Learning Engineer,TCS,"Los Angeles, CA",Mid,Remote,153720.0,"Power BI, GCP, FastAPI, Linux",2025,12,2025-12-10
4473,AI Product Manager,Anthropic,"Bengaluru, India",Mid,Onsite,40180.0,"R, Kubernetes, Power BI, Deep Learning",2023,3,2023-03-10
4474,Data Analyst,Samsung,"San Francisco, CA",Mid,Hybrid,88207.0,"Airflow, SQL, Pandas, Docker, Data Engineering",2023,6,2023-06-01
4475,Computer Vision Engineer,Wipro,"Boston, MA",Mid,Hybrid,143745.0,"Deep Learning, Linux, NLP, R, MLOps, Computer Vision",2024,9,2024-09-22
4476,Deep Learning Engineer,Microsoft,"Austin, TX",Lead,Remote,225927.0,"Kubernetes, Deep Learning, Data Engineering, MLOps, Hadoop, Azure",2022,12,2022-12-10
4477,Machine Learning Engineer,Microsoft,"San Francisco, CA",Entry,Hybrid,90876.0,"Git, Docker, Linux, Machine Learning, Airflow",2022,7,2022-07-10
4478,Data Scientist,Tesla,"San Francisco, CA",Entry,Hybrid,90753.0,"Git, Python, Pandas, Scala, R, NLP",2022,4,2022-04-20
4479,Deep Learning Engineer,TCS,"New York, NY",Mid,Remote,113907.0,"Spark, R, A/B Testing, NumPy, Hadoop, Airflow, Deep Learning, Docker",2025,3,2025-03-09
4480,Machine Learning Engineer,Adobe,"Pune, India",Entry,Onsite,30342.0,"R, FastAPI, NLP, Machine Learning, Git, NumPy, Power BI, A/B Testing",2024,2,2024-02-06
4481,Data Scientist,Infosys,Remote,Senior,Hybrid,126099.0,"Statistics, Java, Machine Learning, Scala, Docker, Pandas, Linux",2022,12,2022-12-18
4482,Machine Learning Engineer,JPMorgan,"Austin, TX",Lead,Hybrid,214306.0,"TensorFlow, Linux, A/B Testing, GCP, Docker",2024,9,2024-09-13
4483,LLM Engineer,Meta,"San Francisco, CA",Mid,Remote,125352.0,"Machine Learning, Git, Pandas, Feature Engineering, GCP, LLM",2023,12,2023-12-26
4484,NLP Engineer,Wipro,"Toronto, Canada",Entry,Remote,95656.0,"Power BI, Computer Vision, Pandas, MLOps, Java",2022,8,2022-08-17
4485,AI Engineer,TCS,"Los Angeles, CA",Mid,Remote,129968.0,"Git, MLOps, SQL, Data Engineering, NumPy, Machine Learning, scikit-learn",2023,7,2023-07-05
4486,LLM Engineer,Google,"Austin, TX",Mid,Hybrid,112803.0,"A/B Testing, scikit-learn, Git, MLOps",2025,6,2025-06-10
4487,AI Research Scientist,OpenAI,"Amsterdam, Netherlands",Entry,Onsite,109250.0,"NumPy, FastAPI, Spark, Pandas, MLOps",2023,1,2023-01-11
4488,AI Research Scientist,Google,"London, UK",Senior,Hybrid,171239.0,"Airflow, Git, FastAPI",2022,9,2022-09-17
4489,Machine Learning Engineer,Apple,"New York, NY",Mid,Hybrid,147284.0,"Java, Deep Learning, scikit-learn, Power BI, Transformers, A/B Testing, Computer Vision, Scala",2023,6,2023-06-27
4490,LLM Engineer,Amazon,"San Francisco, CA",Mid,Remote,139522.0,"TensorFlow, Kubernetes, AWS, Power BI, Data Engineering, Linux, Scala, MLOps",2024,10,2024-10-13
4491,Computer Vision Engineer,Intel,"Berlin, Germany",Senior,Onsite,174662.0,"A/B Testing, Computer Vision, NumPy, MLOps, scikit-learn, Git, Tableau, Pandas",2023,7,2023-07-26
4492,Machine Learning Engineer,TCS,"Seattle, WA",Mid,Remote,117894.0,"Git, LLM, Statistics, R, NLP, Docker",2024,5,2024-05-08
4493,Machine Learning Engineer,Apple,"New York, NY",Lead,Hybrid,192546.0,"Tableau, scikit-learn, Airflow, Azure, NumPy, Linux, TensorFlow, PyTorch",2025,6,2025-06-13
4494,LLM Engineer,Google,"Boston, MA",Entry,Onsite,95205.0,"PyTorch, NumPy, Data Engineering, Java, R",2025,7,2025-07-01
4495,NLP Engineer,Wipro,"San Francisco, CA",Lead,Remote,213061.0,"Git, NLP, Statistics, NumPy, Transformers, Hadoop, Computer Vision",2022,5,2022-05-18
4496,Deep Learning Engineer,Microsoft,Remote,Senior,Hybrid,209984.0,"GCP, Python, Computer Vision, FastAPI, Statistics, Data Engineering",2024,10,2024-10-26
4497,AI Research Scientist,Apple,"London, UK",Senior,Onsite,166221.0,"A/B Testing, Statistics, NumPy",2025,6,2025-06-18
4498,LLM Engineer,Infosys,"Chicago, IL",Mid,Hybrid,157526.0,"Statistics, LLM, Spark, Pandas, Tableau, Python, scikit-learn",2024,9,2024-09-09
4499,Machine Learning Engineer,Apple,"Los Angeles, CA",Senior,Onsite,125886.0,"Feature Engineering, GCP, Machine Learning, Kubernetes, Transformers, Azure, Pandas, Spark",2024,10,2024-10-16
4500,MLOps Engineer,Uber,"Austin, TX",Mid,Remote,101775.0,"MLOps, Spark, Kubernetes",2025,7,2025-07-07
4501,LLM Engineer,Microsoft,"Hyderabad, India",Senior,Remote,44167.0,"R, Azure, Data Engineering, GCP, Power BI, Spark, scikit-learn",2025,6,2025-06-19
4502,Computer Vision Engineer,Apple,"Berlin, Germany",Entry,Onsite,78953.0,"A/B Testing, Pandas, Spark",2023,10,2023-10-14
4503,Machine Learning Engineer,Palantir,Singapore,Senior,Onsite,137856.0,"Computer Vision, Deep Learning, R, Transformers, FastAPI",2025,5,2025-05-27
4504,Data Scientist,Nvidia,"New York, NY",Entry,Remote,87323.0,"AWS, Linux, FastAPI, LLM, Azure, Hadoop",2023,8,2023-08-26
4505,AI Architect,Infosys,"London, UK",Mid,Remote,150823.0,"Git, Azure, R, GCP",2022,7,2022-07-26
4506,LLM Engineer,Apple,"Boston, MA",Mid,Remote,145851.0,"TensorFlow, Linux, A/B Testing, Data Engineering",2023,8,2023-08-04
4507,AI Architect,ByteDance,Remote,Senior,Hybrid,,"Python, Machine Learning, Kubernetes, LLM, FastAPI, Tableau",2023,11,2023-11-25
4508,LLM Engineer,TCS,"Bengaluru, India",Mid,Onsite,40304.0,"Tableau, Git, SQL, Hadoop, scikit-learn, PyTorch",2024,1,2024-01-14
4509,MLOps Engineer,Cohere,"Austin, TX",Entry,Remote,92572.0,"PyTorch, TensorFlow, Power BI, Transformers",2024,12,2024-12-21
4510,LLM Engineer,Nvidia,"Berlin, Germany",Mid,Remote,138336.0,"MLOps, PyTorch, SQL, Git",2025,6,2025-06-24
4511,MLOps Engineer,AMD,"Bengaluru, India",Mid,Remote,28525.0,"MLOps, PyTorch, Deep Learning, Java, Python",2023,5,2023-05-05
4512,Machine Learning Engineer,OpenAI,"Hyderabad, India",Mid,Onsite,42030.0,"Machine Learning, R, SQL, Tableau",2025,7,2025-07-14
4513,LLM Engineer,IBM,"Pune, India",Lead,Onsite,56464.0,"Computer Vision, R, Git, Machine Learning, PyTorch, TensorFlow, Azure, Hadoop",2023,4,2023-04-02
4514,Data Scientist,Infosys,"Los Angeles, CA",Lead,Remote,,"Python, NLP, FastAPI, Pandas, Spark",2024,7,2024-07-23
4515,Machine Learning Engineer,TCS,"New York, NY",Lead,Onsite,202776.0,"Git, Machine Learning, SQL, Java, PyTorch, Computer Vision, Linux",2022,12,2022-12-12
4516,Machine Learning Engineer,Stripe,"Austin, TX",Mid,Hybrid,118609.0,"GCP, Statistics, Machine Learning, Pandas, MLOps, Scala",2022,11,2022-11-25
4517,LLM Engineer,Meta,"Boston, MA",Entry,Hybrid,95703.0,"LLM, Azure, Scala, Docker, A/B Testing, Airflow, PyTorch",2025,8,2025-08-27
4518,AI Engineer,Nvidia,"Austin, TX",Senior,Hybrid,173634.0,"Deep Learning, Spark, Kubernetes, Hadoop",2024,3,2024-03-20
4519,AI Engineer,Microsoft,"Bengaluru, India",Senior,Hybrid,48641.0,"Deep Learning, TensorFlow, GCP, Machine Learning, Airflow, PyTorch",2024,9,2024-09-23
4520,Machine Learning Engineer,Airbnb,"New York, NY",Senior,Hybrid,151862.0,"scikit-learn, Machine Learning, Computer Vision, LLM, R, Linux, Power BI, Tableau",2023,11,2023-11-02
4521,MLOps Engineer,Meta,Remote,Entry,Hybrid,80778.0,"AWS, Deep Learning, Hadoop, Python, MLOps, Machine Learning",2025,1,2025-01-03
4522,Data Analyst,OpenAI,"San Francisco, CA",Mid,Hybrid,93474.0,"Deep Learning, Data Engineering, Airflow",2024,7,2024-07-16
4523,Computer Vision Engineer,Amazon,"San Francisco, CA",Mid,Onsite,138273.0,"SQL, Hadoop, LLM, PyTorch, Scala, A/B Testing, scikit-learn, Statistics",2024,10,2024-10-20
4524,MLOps Engineer,Amazon,"New York, NY",Senior,Hybrid,189599.0,"Power BI, SQL, Airflow, Linux, Deep Learning",2025,10,2025-10-21
4525,Machine Learning Engineer,Microsoft,"San Francisco, CA",Senior,Onsite,194302.0,"Tableau, Git, Machine Learning, Scala, NLP, NumPy, A/B Testing, Deep Learning",2024,6,2024-06-23
4526,LLM Engineer,Apple,"New York, NY",Entry,Remote,114584.0,"Kubernetes, Tableau, Pandas, GCP, NumPy, SQL",2025,2,2025-02-17
4527,Machine Learning Engineer,Uber,"San Francisco, CA",Mid,Onsite,111016.0,"Java, Python, R, Feature Engineering, PyTorch, NLP",2024,9,2024-09-23
4528,Data Scientist,JPMorgan,"New York, NY",Mid,Onsite,125759.0,"Pandas, Feature Engineering, PyTorch, NumPy, Computer Vision, Azure, AWS, Statistics",2025,10,2025-10-06
4529,Data Scientist,Google,"Hyderabad, India",Senior,Hybrid,40953.0,"Kubernetes, Python, Power BI, Pandas, Azure, NumPy, Statistics, Data Engineering",2024,2,2024-02-27
4530,Machine Learning Engineer,Salesforce,Singapore,Senior,Remote,158946.0,"AWS, Linux, Machine Learning",2024,2,2024-02-13
4531,Computer Vision Engineer,IBM,"London, UK",Entry,Remote,96150.0,"Deep Learning, TensorFlow, Kubernetes, FastAPI, NLP",2022,4,2022-04-01
4532,LLM Engineer,McKinsey,"San Francisco, CA",Senior,Onsite,,"LLM, Spark, Computer Vision",2025,4,2025-04-18
4533,NLP Engineer,AMD,"Berlin, Germany",Senior,Onsite,168237.0,"Deep Learning, Machine Learning, Scala, Kubernetes",2023,8,2023-08-27
4534,Data Scientist,Meta,"Los Angeles, CA",Senior,Hybrid,131682.0,"Scala, Data Engineering, Feature Engineering, Machine Learning",2023,12,2023-12-02
4535,Data Scientist,JPMorgan,"Los Angeles, CA",Senior,Hybrid,160314.0,"Python, A/B Testing, Feature Engineering",2024,5,2024-05-06
4536,Deep Learning Engineer,Tesla,"Hyderabad, India",Senior,Hybrid,45199.0,"Docker, NumPy, Hadoop, Machine Learning, GCP",2025,6,2025-06-28
4537,Data Scientist,Google,"San Francisco, CA",Senior,Hybrid,151027.0,"Power BI, scikit-learn, Computer Vision, Pandas, Tableau",2025,11,2025-11-08
4538,Data Scientist,Meta,"New York, NY",Senior,Hybrid,141841.0,"scikit-learn, Machine Learning, Python, Scala, Docker",2024,2,2024-02-15
4539,Machine Learning Engineer,Google,"Chicago, IL",Mid,Hybrid,129701.0,"Deep Learning, scikit-learn, Linux, Statistics",2025,7,2025-07-23
4540,Machine Learning Engineer,Wipro,"Bengaluru, India",Senior,Remote,52037.0,"R, Scala, scikit-learn, Computer Vision, Power BI, Git",2025,2,2025-02-24
4541,AI Engineer,Nvidia,"New York, NY",Mid,Remote,114210.0,"Deep Learning, Computer Vision, Python, Linux, Feature Engineering, scikit-learn, PyTorch",2025,3,2025-03-04
4542,AI Product Manager,Adobe,"Toronto, Canada",Mid,Onsite,153191.0,"FastAPI, GCP, Deep Learning, Pandas, Machine Learning",2024,10,2024-10-04
4543,Deep Learning Engineer,Google,"San Francisco, CA",Mid,Remote,106905.0,"Git, Statistics, AWS",2023,1,2023-01-13
4544,Deep Learning Engineer,Nvidia,"Berlin, Germany",Lead,Remote,197537.0,"Tableau, Statistics, Kubernetes, R, Deep Learning, MLOps",2025,8,2025-08-04
4545,LLM Engineer,Google,"Hyderabad, India",Lead,Onsite,63459.0,"GCP, SQL, A/B Testing, AWS, NLP, Kubernetes",2024,10,2024-10-18
4546,Data Scientist,Wipro,"Mumbai, India",Mid,Hybrid,34517.0,"NumPy, Computer Vision, Hadoop, NLP, Java, TensorFlow, Pandas, Azure",2025,6,2025-06-09
4547,Data Scientist,Meta,"Seattle, WA",Senior,Remote,145425.0,"FastAPI, R, Scala",2025,11,2025-11-16
4548,NLP Engineer,IBM,"Pune, India",Senior,Remote,44129.0,"R, Computer Vision, Tableau, Machine Learning, Spark, Linux, PyTorch",2025,12,2025-12-20
4549,AI Engineer,Nvidia,Singapore,Mid,Remote,136929.0,"Kubernetes, Power BI, SQL, Linux, NLP, MLOps, Hadoop",2024,10,2024-10-13
4550,Data Scientist,OpenAI,"Seattle, WA",Senior,Remote,143118.0,"Scala, LLM, Docker, Kubernetes, NLP, Deep Learning",2024,7,2024-07-19
4551,Data Scientist,Tesla,"Amsterdam, Netherlands",Entry,Remote,97109.0,"R, AWS, Computer Vision, Transformers, NLP, Statistics, Tableau, NumPy",2023,1,2023-01-06
4552,Machine Learning Engineer,Google,"Austin, TX",Mid,Hybrid,146616.0,"Kubernetes, GCP, Linux, scikit-learn, PyTorch, Azure",2025,2,2025-02-18
4553,NLP Engineer,Google,"San Francisco, CA",Senior,Onsite,175322.0,"Linux, Tableau, PyTorch, Pandas, Azure, Statistics, Kubernetes, Java",2022,6,2022-06-24
4554,Computer Vision Engineer,Adobe,"Seattle, WA",Mid,Hybrid,115369.0,"Hadoop, Pandas, TensorFlow, Computer Vision, Airflow, PyTorch",2024,9,2024-09-10
4555,LLM Engineer,Deloitte,"San Francisco, CA",Mid,Remote,138171.0,"Transformers, Pandas, FastAPI, Linux, Feature Engineering, Computer Vision, R",2025,7,2025-07-14
4556,NLP Engineer,Intel,"San Francisco, CA",Senior,Remote,152977.0,"Docker, Deep Learning, R, MLOps, NLP",2023,9,2023-09-06
4557,Data Analyst,Stripe,"Seattle, WA",Senior,Remote,93032.0,"Docker, Feature Engineering, Deep Learning",2024,6,2024-06-21
4558,LLM Engineer,Meta,"Sydney, Australia",Senior,Hybrid,185953.0,"scikit-learn, Git, MLOps",2023,4,2023-04-02
4559,LLM Engineer,Salesforce,"Hyderabad, India",Senior,Hybrid,46689.0,"Scala, scikit-learn, Tableau, NLP, MLOps, Airflow, Transformers",2024,5,2024-05-11
4560,LLM Engineer,Snowflake,"Seattle, WA",Senior,Onsite,192269.0,"Azure, Hadoop, Spark, Feature Engineering, Python, SQL",2023,1,2023-01-09
4561,AI Engineer,OpenAI,"Boston, MA",Lead,Remote,176930.0,"AWS, NumPy, Hadoop, Java, Transformers, FastAPI, SQL, PyTorch",2025,11,2025-11-17
4562,NLP Engineer,Accenture,Remote,Entry,Remote,108203.0,"MLOps, Pandas, PyTorch",2024,12,2024-12-17
4563,Machine Learning Engineer,IBM,"Bengaluru, India",Entry,Remote,24038.0,"FastAPI, Hadoop, Data Engineering, SQL, Java, A/B Testing",2024,12,2024-12-08
4564,MLOps Engineer,IBM,"Pune, India",Mid,Remote,34139.0,"Hadoop, NumPy, Transformers, Pandas, Power BI",2024,3,2024-03-05
4565,Machine Learning Engineer,Uber,"Bengaluru, India",Mid,Onsite,40839.0,"TensorFlow, PyTorch, R, Docker, Airflow, Data Engineering",2025,1,2025-01-19
4566,Data Analyst,Samsung,"Bengaluru, India",Mid,Hybrid,21596.0,"NLP, NumPy, LLM, PyTorch, Java",2025,7,2025-07-11
4567,AI Engineer,Airbnb,"Austin, TX",Mid,Hybrid,143849.0,"Transformers, Git, Feature Engineering, A/B Testing, Spark, AWS, Data Engineering",2024,2,2024-02-06
4568,Data Scientist,Google,"Ahmedabad, India",Senior,Remote,35136.0,"SQL, Statistics, Deep Learning, Pandas",2022,7,2022-07-06
4569,LLM Engineer,Accenture,"New York, NY",Entry,Hybrid,118306.0,"MLOps, AWS, TensorFlow, Statistics, Docker, Computer Vision",2023,3,2023-03-01
4570,LLM Engineer,Microsoft,"Mumbai, India",Lead,Hybrid,,"NumPy, Feature Engineering, Java, Scala, Power BI, Hadoop, NLP",2023,11,2023-11-23
4571,Data Scientist,Salesforce,"New York, NY",Senior,Hybrid,136664.0,"R, NLP, Azure, Git, Machine Learning",2024,8,2024-08-09
4572,LLM Engineer,Adobe,"Berlin, Germany",Mid,Hybrid,134491.0,"NumPy, Kubernetes, Transformers, Tableau, Java, Linux, Computer Vision, Airflow",2024,11,2024-11-24
4573,MLOps Engineer,Apple,"Seattle, WA",Entry,Remote,94128.0,"PyTorch, Statistics, Hadoop, Tableau, R, Machine Learning",2025,4,2025-04-01
4574,AI Product Manager,Adobe,Remote,Mid,Remote,115489.0,"Computer Vision, LLM, Docker, NumPy, PyTorch",2024,11,2024-11-13
4575,LLM Engineer,Meta,"Los Angeles, CA",Senior,Hybrid,162221.0,"NLP, Transformers, Pandas",2025,9,2025-09-18
4576,Machine Learning Engineer,Nvidia,Remote,Mid,Remote,129658.0,"Python, Transformers, AWS, Git, Pandas",2023,1,2023-01-28
4577,AI Research Scientist,Meta,"Boston, MA",Mid,Remote,123662.0,"Pandas, Airflow, Hadoop, Feature Engineering, Kubernetes, SQL, AWS",2022,9,2022-09-08
4578,Data Scientist,Goldman Sachs,"New York, NY",Mid,Remote,140367.0,"PyTorch, Computer Vision, Tableau, Deep Learning, Data Engineering, Statistics",2024,4,2024-04-21
4579,Data Scientist,Stripe,"Austin, TX",Mid,Remote,107370.0,"Computer Vision, SQL, Tableau",2024,10,2024-10-17
4580,Machine Learning Engineer,Palantir,"Amsterdam, Netherlands",Senior,Remote,187184.0,"NumPy, GCP, LLM, Transformers, Statistics, NLP",2022,7,2022-07-14
4581,AI Research Scientist,Qualcomm,"New York, NY",Senior,Hybrid,188625.0,"NumPy, Transformers, R",2024,4,2024-04-28
4582,Deep Learning Engineer,Google,"Austin, TX",Senior,Remote,154148.0,"Spark, GCP, Deep Learning, Azure",2022,3,2022-03-22
4583,Machine Learning Engineer,Google,"San Francisco, CA",Senior,Onsite,170078.0,"R, A/B Testing, GCP, SQL",2025,8,2025-08-24
4584,LLM Engineer,ByteDance,Remote,Senior,Remote,195019.0,"Airflow, Data Engineering, Python, Pandas, Feature Engineering, Azure, Linux",2024,7,2024-07-17
