job_id,job_title,company,location,experience_level,work_type,salary_usd,skills,year,month,posted_date,salary_band
3878,Machine Learning Engineer,Microsoft,"Berlin, Germany",Lead,Hybrid,213242,"Spark, scikit-learn, PyTorch, Azure, GCP, Transformers, AWS, Feature Engineering",2024,1,2024-01-28,160K+
3879,AI Product Manager,OpenAI,"Ahmedabad, India",Senior,Onsite,36263,"NumPy, Feature Engineering, Linux, scikit-learn, R",2024,10,2024-10-07,<70K
3880,NLP Engineer,IBM,"Bengaluru, India",Mid,Remote,33956,"LLM, R, Tableau, Computer Vision, Spark, Machine Learning, Statistics",2025,1,2025-01-23,<70K
3881,Data Scientist,Tesla,"San Francisco, CA",Senior,Onsite,152529,"Git, SQL, Computer Vision, Python, Machine Learning, Spark, Azure, Airflow",2023,2,2023-02-25,130-160K
3882,NLP Engineer,Apple,"Seattle, WA",Senior,Remote,162042,"Machine Learning, PyTorch, MLOps",2024,7,2024-07-25,160K+
3883,MLOps Engineer,Meta,"Boston, MA",Lead,Onsite,143912,"Spark, Hadoop, Python",2024,9,2024-09-08,130-160K
3884,Machine Learning Engineer,Meta,"Ahmedabad, India",Mid,Hybrid,33311,"Azure, LLM, Git",2023,4,2023-04-24,<70K
3885,Computer Vision Engineer,Adobe,"Seattle, WA",Entry,Remote,93525,"Airflow, FastAPI, TensorFlow, scikit-learn, PyTorch",2025,9,2025-09-19,70-100K
3886,MLOps Engineer,Samsung,"Bengaluru, India",Mid,Remote,35404,"NumPy, PyTorch, Deep Learning, Linux, Kubernetes, MLOps",2023,9,2023-09-23,<70K
3887,Deep Learning Engineer,Mistral AI,"Boston, MA",Entry,Hybrid,72762,"Feature Engineering, Tableau, NLP, Airflow, Docker, Data Engineering",2024,9,2024-09-28,70-100K
3888,NLP Engineer,OpenAI,"Hyderabad, India",Senior,Onsite,43571,"Statistics, Tableau, Linux",2024,10,2024-10-22,<70K
3889,LLM Engineer,Meta,"Boston, MA",Entry,Onsite,102479,"NumPy, FastAPI, Docker, Feature Engineering, GCP, A/B Testing",2024,9,2024-09-12,100-130K
3890,Data Scientist,HCL Technologies,"Bengaluru, India",Mid,Onsite,35544,"Airflow, Spark, R, Feature Engineering, Scala, Hadoop, Azure, Linux",2024,10,2024-10-12,<70K
3891,MLOps Engineer,Google,"Bengaluru, India",Mid,Onsite,36029,"Spark, NLP, Linux, AWS",2023,7,2023-07-09,<70K
3892,LLM Engineer,Apple,"Bengaluru, India",Mid,Remote,41790,"Git, Kubernetes, Scala, Spark, Airflow",2023,6,2023-06-18,<70K
3893,Data Analyst,Anthropic,"Hyderabad, India",Mid,Hybrid,20958,"GCP, Machine Learning, Pandas",2024,2,2024-02-15,<70K
3894,Computer Vision Engineer,Amazon,"Los Angeles, CA",Mid,Remote,100620,"GCP, Data Engineering, Kubernetes, NumPy, Deep Learning, Computer Vision",2025,12,2025-12-04,100-130K
3895,LLM Engineer,OpenAI,Remote,Lead,Hybrid,206764,"Kubernetes, Pandas, Scala, scikit-learn",2025,9,2025-09-27,160K+
3896,Data Scientist,Amazon,"New York, NY",Senior,Remote,164892,"R, LLM, Python, Power BI, Spark, Docker, Feature Engineering, MLOps",2022,8,2022-08-07,160K+
3897,MLOps Engineer,Microsoft,Remote,Entry,Hybrid,100147,"scikit-learn, Data Engineering, R, Statistics, A/B Testing, Airflow",2025,7,2025-07-04,100-130K
3898,LLM Engineer,Meta,"Seattle, WA",Entry,Remote,109340,"TensorFlow, Transformers, Power BI, Kubernetes, A/B Testing, Scala, Statistics",2025,11,2025-11-05,100-130K
3899,Data Scientist,OpenAI,"San Francisco, CA",Lead,Remote,188432,"Power BI, Python, Machine Learning, A/B Testing, Azure, Linux, Git",2022,8,2022-08-02,160K+
3900,Computer Vision Engineer,DeepMind,"Austin, TX",Senior,Remote,174346,"Transformers, Azure, Hadoop, R, Pandas",2025,1,2025-01-04,160K+
3901,NLP Engineer,OpenAI,"San Francisco, CA",Mid,Hybrid,115911,"LLM, Machine Learning, Pandas, Data Engineering, Hadoop, Computer Vision",2023,7,2023-07-17,100-130K
3902,Data Scientist,Wipro,"San Francisco, CA",Mid,Hybrid,113402,"Machine Learning, Python, Java, Hadoop, PyTorch, Statistics, AWS",2024,2,2024-02-22,100-130K
3903,Data Analyst,AMD,"San Francisco, CA",Senior,Remote,126990,"Pandas, Transformers, GCP, Tableau, Hadoop, Linux, NLP",2024,1,2024-01-28,100-130K
3904,AI Engineer,Databricks,"Boston, MA",Entry,Onsite,83589,"Power BI, Hadoop, Scala",2024,2,2024-02-13,70-100K
3905,NLP Engineer,Apple,"San Francisco, CA",Mid,Remote,148266,"SQL, TensorFlow, Feature Engineering, LLM",2025,7,2025-07-09,130-160K
3906,Data Scientist,Google,"San Francisco, CA",Entry,Hybrid,79984,"Pandas, Computer Vision, PyTorch, Java, Deep Learning",2025,8,2025-08-08,70-100K
3907,Data Scientist,Google,"Los Angeles, CA",Senior,Remote,170612,"Feature Engineering, AWS, Kubernetes, Azure",2025,4,2025-04-27,160K+
3908,AI Engineer,JPMorgan,"San Francisco, CA",Senior,Remote,138599,"Git, TensorFlow, scikit-learn, Statistics, SQL, MLOps, Spark, Computer Vision",2024,6,2024-06-27,130-160K
3909,Machine Learning Engineer,Nvidia,"London, UK",Lead,Remote,221767,"PyTorch, Pandas, Azure, Feature Engineering",2025,5,2025-05-27,160K+
3910,AI Engineer,Amazon,"Bengaluru, India",Senior,Hybrid,42561,"Docker, FastAPI, PyTorch, Git, SQL",2024,10,2024-10-23,<70K
3911,AI Engineer,Salesforce,"Toronto, Canada",Senior,Remote,138430,"Hadoop, Computer Vision, Git, Docker, TensorFlow, Airflow, Feature Engineering, LLM",2024,2,2024-02-23,130-160K
3912,Data Scientist,OpenAI,"Seattle, WA",Entry,Hybrid,85381,"NumPy, Statistics, AWS, Linux",2022,7,2022-07-05,70-100K
3913,LLM Engineer,DeepMind,"Bengaluru, India",Entry,Hybrid,31627,"NumPy, Feature Engineering, GCP, Transformers",2025,5,2025-05-12,<70K
3914,AI Research Scientist,Airbnb,"New York, NY",Mid,Hybrid,129399,"R, Transformers, AWS, Tableau, Data Engineering",2024,7,2024-07-12,100-130K
3915,Data Scientist,Amazon,"Berlin, Germany",Senior,Hybrid,120721,"scikit-learn, Linux, GCP, Tableau, NLP, Azure, Hadoop",2024,6,2024-06-25,100-130K
3916,AI Engineer,Amazon,"Hyderabad, India",Entry,Remote,26099,"Hadoop, Spark, Scala",2024,4,2024-04-21,<70K
3917,NLP Engineer,HCL Technologies,"New York, NY",Mid,Hybrid,122896,"scikit-learn, Statistics, Feature Engineering, Java",2024,11,2024-11-08,100-130K
3918,MLOps Engineer,Intel,"Ahmedabad, India",Senior,Remote,45300,"NumPy, Statistics, Azure, TensorFlow",2024,4,2024-04-11,<70K
3919,Deep Learning Engineer,Baidu,"Austin, TX",Lead,Remote,237048,"GCP, Statistics, Git, Azure, Linux, Python",2025,7,2025-07-18,160K+
3920,Deep Learning Engineer,DeepMind,"London, UK",Senior,Remote,134994,"Power BI, A/B Testing, NLP, Java, AWS, Hadoop, Git, Kubernetes",2024,2,2024-02-01,130-160K
3921,LLM Engineer,Anthropic,"San Francisco, CA",Senior,Onsite,217939,"AWS, NLP, MLOps, Azure",2024,6,2024-06-04,160K+
3922,Machine Learning Engineer,JPMorgan,"Boston, MA",Mid,Remote,136784,"Pandas, Power BI, NLP, MLOps",2025,7,2025-07-27,130-160K
3923,Data Scientist,Microsoft,"Hyderabad, India",Senior,Remote,39502,"Transformers, GCP, A/B Testing, NLP, scikit-learn",2024,5,2024-05-11,<70K
3924,Machine Learning Engineer,Snowflake,"Los Angeles, CA",Lead,Hybrid,167129,"TensorFlow, Deep Learning, Computer Vision, Transformers, AWS, Git, LLM",2023,3,2023-03-14,160K+
3925,LLM Engineer,Amazon,Singapore,Senior,Remote,172631,"Pandas, Tableau, FastAPI, TensorFlow, Azure",2023,7,2023-07-27,160K+
3926,Deep Learning Engineer,Infosys,"San Francisco, CA",Lead,Onsite,204210,"Deep Learning, Feature Engineering, Hadoop, Scala, NLP, Pandas",2024,6,2024-06-10,160K+
3927,AI Engineer,Microsoft,"Mumbai, India",Lead,Hybrid,63390,"Kubernetes, Git, Python, Data Engineering, Deep Learning, A/B Testing",2023,7,2023-07-10,<70K
3928,Machine Learning Engineer,Anthropic,"New York, NY",Senior,Onsite,129806,"Linux, Java, Deep Learning, LLM, NumPy, AWS, Python",2024,9,2024-09-14,100-130K
3929,LLM Engineer,Stripe,"Austin, TX",Senior,Hybrid,153023,"Scala, NLP, Computer Vision, Data Engineering, A/B Testing, Transformers, Statistics, Docker",2024,11,2024-11-15,130-160K
3930,Data Scientist,Microsoft,"New York, NY",Senior,Hybrid,150242,"Python, TensorFlow, Docker, R, Java, AWS, Kubernetes, PyTorch",2024,6,2024-06-17,130-160K
3931,NLP Engineer,AMD,"Toronto, Canada",Lead,Remote,208768,"GCP, Kubernetes, A/B Testing, TensorFlow",2023,10,2023-10-20,160K+
3932,AI Engineer,ByteDance,"Los Angeles, CA",Senior,Onsite,126096,"Tableau, Azure, Machine Learning, Deep Learning, Git",2023,2,2023-02-02,100-130K
3933,Deep Learning Engineer,Infosys,"Austin, TX",Senior,Remote,193416,"Power BI, Feature Engineering, Azure, Airflow, LLM, GCP, NumPy, AWS",2025,5,2025-05-24,160K+
3934,Data Scientist,Google,"Austin, TX",Mid,Hybrid,125717,"PyTorch, Docker, Feature Engineering, scikit-learn",2024,1,2024-01-18,100-130K
3935,Computer Vision Engineer,Airbnb,Remote,Mid,Remote,131440,"GCP, scikit-learn, LLM, NLP, MLOps, Data Engineering",2023,2,2023-02-09,130-160K
3936,LLM Engineer,TCS,"New York, NY",Entry,Remote,105444,"Linux, TensorFlow, Scala, Machine Learning, Transformers, Git, Python",2025,9,2025-09-04,100-130K
3937,LLM Engineer,Cohere,"San Francisco, CA",Senior,Onsite,204976,"Computer Vision, Transformers, Scala, Airflow, Docker, NumPy, PyTorch, Feature Engineering",2022,1,2022-01-18,160K+
3938,AI Engineer,Anthropic,"Bengaluru, India",Senior,Hybrid,39222,"Kubernetes, Airflow, Spark, FastAPI, Power BI",2022,3,2022-03-06,<70K
3939,NLP Engineer,Apple,"San Francisco, CA",Senior,Hybrid,152045,"AWS, Statistics, scikit-learn, NLP, LLM, NumPy, GCP, Python",2025,3,2025-03-09,130-160K
3940,Machine Learning Engineer,ByteDance,"Boston, MA",Senior,Remote,154421,"Hadoop, Airflow, Scala, scikit-learn, AWS",2024,7,2024-07-17,130-160K
3941,AI Research Scientist,Google,"San Francisco, CA",Senior,Remote,192371,"LLM, Git, Computer Vision, Power BI",2025,9,2025-09-02,160K+
3942,MLOps Engineer,IBM,"New York, NY",Senior,Onsite,174209,"Python, Linux, Hadoop, AWS, Java, PyTorch, FastAPI",2025,6,2025-06-20,160K+
3943,Machine Learning Engineer,IBM,"Bengaluru, India",Mid,Hybrid,34623,"Pandas, Azure, Hadoop, R",2024,1,2024-01-18,<70K
3944,AI Engineer,Apple,"Bengaluru, India",Mid,Hybrid,26058,"Feature Engineering, AWS, NumPy, GCP, Deep Learning",2024,1,2024-01-22,<70K
3945,Machine Learning Engineer,Meta,"New York, NY",Entry,Onsite,91441,"scikit-learn, Git, FastAPI, Tableau",2024,5,2024-05-03,70-100K
3946,Data Scientist,AMD,"San Francisco, CA",Entry,Remote,92320,"Java, Spark, Statistics, Tableau, Git, Airflow",2025,3,2025-03-05,70-100K
3947,AI Engineer,Nvidia,"San Francisco, CA",Mid,Remote,138919,"SQL, Azure, LLM, Pandas, Statistics, PyTorch, Computer Vision",2022,7,2022-07-21,130-160K
3948,AI Engineer,JPMorgan,"Bengaluru, India",Mid,Remote,38417,"LLM, FastAPI, GCP, Kubernetes, TensorFlow, NumPy",2025,6,2025-06-06,<70K
3949,Data Scientist,TCS,"San Francisco, CA",Entry,Remote,80404,"LLM, Java, Transformers, AWS",2025,10,2025-10-15,70-100K
3950,NLP Engineer,Stripe,"Hyderabad, India",Senior,Hybrid,37615,"Feature Engineering, Transformers, Hadoop, Java, Computer Vision, AWS",2023,11,2023-11-20,<70K
3951,LLM Engineer,SpaceX,"Austin, TX",Entry,Hybrid,106979,"Docker, GCP, Machine Learning",2024,1,2024-01-05,100-130K
3952,Data Scientist,SpaceX,"Los Angeles, CA",Entry,Onsite,74870,"Python, NLP, Airflow, GCP, Docker",2024,1,2024-01-07,70-100K
3953,MLOps Engineer,Stripe,"Seattle, WA",Lead,Hybrid,233234,"Git, Airflow, GCP, FastAPI",2025,3,2025-03-15,160K+
3954,Data Analyst,Wipro,"New York, NY",Lead,Onsite,137617,"Transformers, Statistics, GCP, Git, R",2024,11,2024-11-25,130-160K
3955,LLM Engineer,ByteDance,"Los Angeles, CA",Mid,Hybrid,129779,"Git, Java, FastAPI, GCP",2022,2,2022-02-23,100-130K
3956,Data Scientist,Amazon,"Los Angeles, CA",Senior,Hybrid,136400,"MLOps, NLP, Data Engineering, Python, Deep Learning, Transformers, Azure, scikit-learn",2025,2,2025-02-20,130-160K
3957,LLM Engineer,Google,"Berlin, Germany",Mid,Remote,137944,"Pandas, Computer Vision, LLM, NumPy, Spark, AWS, Azure",2025,7,2025-07-24,130-160K
3958,Machine Learning Engineer,Amazon,"Seattle, WA",Lead,Onsite,201245,"Airflow, SQL, FastAPI, Java",2025,3,2025-03-17,160K+
3959,AI Engineer,Apple,"Boston, MA",Mid,Remote,147989,"Git, Machine Learning, NumPy",2024,10,2024-10-07,130-160K
3960,Machine Learning Engineer,Apple,"Amsterdam, Netherlands",Mid,Remote,136179,"Java, scikit-learn, TensorFlow, Azure, Statistics, Python, NLP",2022,12,2022-12-25,130-160K
3961,Data Scientist,Wipro,"Mumbai, India",Senior,Onsite,37597,"Machine Learning, Deep Learning, AWS, SQL, Scala, Hadoop, NLP, Python",2025,11,2025-11-05,<70K
3962,Computer Vision Engineer,Tesla,Remote,Lead,Hybrid,127882,"NLP, MLOps, Docker, TensorFlow, Feature Engineering",2023,4,2023-04-02,100-130K
3963,NLP Engineer,Meta,"Hyderabad, India",Entry,Remote,25264,"Pandas, Machine Learning, NLP, Scala, PyTorch, Computer Vision, Transformers",2025,10,2025-10-19,<70K
3964,LLM Engineer,Wipro,Singapore,Mid,Onsite,152370,"Kubernetes, Data Engineering, Feature Engineering, GCP, Spark, Tableau",2025,4,2025-04-13,130-160K
3965,Machine Learning Engineer,Airbnb,"Seattle, WA",Entry,Onsite,89178,"scikit-learn, NLP, LLM, MLOps, Scala, A/B Testing",2025,7,2025-07-11,70-100K
3966,AI Engineer,Amazon,"Toronto, Canada",Entry,Remote,98356,"Machine Learning, LLM, Java, Airflow, Statistics, R, Transformers",2023,9,2023-09-23,70-100K
3967,AI Engineer,Google,"Berlin, Germany",Mid,Remote,135371,"Python, Scala, Tableau",2023,11,2023-11-07,130-160K
3968,LLM Engineer,Goldman Sachs,"Toronto, Canada",Senior,Hybrid,137830,"Data Engineering, FastAPI, Hadoop",2025,1,2025-01-21,130-160K
3969,Data Scientist,Google,"Boston, MA",Lead,Hybrid,222536,"PyTorch, Statistics, Hadoop, Kubernetes, Data Engineering",2022,10,2022-10-06,160K+
3970,LLM Engineer,Intel,"Mumbai, India",Entry,Hybrid,32578,"Power BI, Computer Vision, FastAPI, TensorFlow, scikit-learn, GCP, Statistics, NLP",2025,7,2025-07-26,<70K
3971,Machine Learning Engineer,Deloitte,"Chicago, IL",Mid,Remote,126851,"Linux, Spark, MLOps",2023,2,2023-02-07,100-130K
3972,LLM Engineer,Mistral AI,"Hyderabad, India",Mid,Hybrid,33893,"TensorFlow, Hadoop, A/B Testing",2024,3,2024-03-06,<70K
3973,AI Engineer,Wipro,Remote,Entry,Remote,98180,"Azure, Scala, Pandas, Deep Learning, Linux",2023,8,2023-08-17,70-100K
3974,Machine Learning Engineer,HCL Technologies,"Boston, MA",Senior,Remote,171970,"FastAPI, Java, Tableau, Airflow, Hadoop, PyTorch",2025,3,2025-03-22,160K+
3975,Computer Vision Engineer,Google,Singapore,Senior,Onsite,173866,"NLP, scikit-learn, Java, R, PyTorch, FastAPI, Feature Engineering",2024,9,2024-09-03,160K+
3976,Computer Vision Engineer,Deloitte,"San Francisco, CA",Mid,Remote,133500,"NumPy, Hadoop, scikit-learn, Airflow",2024,9,2024-09-19,130-160K
3977,Machine Learning Engineer,HCL Technologies,"Mumbai, India",Mid,Onsite,39561,"Hadoop, scikit-learn, Linux, Computer Vision, Airflow, TensorFlow, GCP, Scala",2025,7,2025-07-02,<70K
3978,Machine Learning Engineer,Microsoft,Remote,Mid,Hybrid,156333,"Tableau, Feature Engineering, Java, A/B Testing, TensorFlow, Scala, R, LLM",2023,9,2023-09-08,130-160K
3979,Data Scientist,Anthropic,"Boston, MA",Entry,Onsite,88871,"Power BI, A/B Testing, Spark",2025,11,2025-11-18,70-100K
3980,Machine Learning Engineer,Goldman Sachs,"New York, NY",Entry,Remote,84082,"LLM, Java, AWS",2024,2,2024-02-27,70-100K
3981,Deep Learning Engineer,Wipro,"San Francisco, CA",Senior,Remote,203381,"Feature Engineering, Statistics, Docker, Airflow, Kubernetes, Java, Azure",2023,10,2023-10-27,160K+
3982,Deep Learning Engineer,TCS,Singapore,Senior,Hybrid,209213,"Spark, Hadoop, Tableau, AWS, Python, SQL, MLOps, PyTorch",2024,2,2024-02-22,160K+
3983,Machine Learning Engineer,Palantir,"New York, NY",Mid,Remote,183582,"Machine Learning, A/B Testing, Python, GCP, Pandas, PyTorch",2024,12,2024-12-13,160K+
3984,LLM Engineer,Meta,"Boston, MA",Senior,Hybrid,154218,"SQL, Scala, R, MLOps",2024,9,2024-09-27,130-160K
3985,Computer Vision Engineer,Adobe,"Chicago, IL",Senior,Hybrid,171610,"Tableau, Power BI, PyTorch, Transformers",2024,3,2024-03-28,160K+
3986,Computer Vision Engineer,IBM,"Los Angeles, CA",Entry,Remote,70701,"FastAPI, GCP, Airflow, Machine Learning, Python, Pandas, Statistics",2022,1,2022-01-22,70-100K
3987,Data Analyst,Databricks,Singapore,Lead,Hybrid,137349,"Kubernetes, GCP, Machine Learning, Data Engineering, LLM, Python, TensorFlow, Spark",2022,7,2022-07-14,130-160K
3988,AI Product Manager,Uber,"Austin, TX",Senior,Remote,148260,"NumPy, Azure, Pandas, Power BI, MLOps, Scala, Data Engineering, Git",2025,5,2025-05-16,130-160K
3989,Machine Learning Engineer,JPMorgan,"Austin, TX",Mid,Onsite,163944,"FastAPI, Transformers, Git, Pandas",2024,12,2024-12-09,160K+
3990,Machine Learning Engineer,Nvidia,"Austin, TX",Mid,Remote,120818,"Computer Vision, Deep Learning, Scala, Machine Learning, SQL, Hadoop",2022,9,2022-09-23,100-130K
3991,MLOps Engineer,Infosys,Remote,Senior,Remote,121029,"Linux, R, AWS, FastAPI, NumPy",2025,6,2025-06-05,100-130K
3992,AI Engineer,Nvidia,"Austin, TX",Senior,Onsite,157320,"GCP, Pandas, Java, Power BI",2024,9,2024-09-14,130-160K
3993,Machine Learning Engineer,Nvidia,"Hyderabad, India",Senior,Hybrid,36358,"Python, Power BI, Azure, Tableau",2025,3,2025-03-19,<70K
3994,MLOps Engineer,Anthropic,"Los Angeles, CA",Mid,Remote,129507,"Python, Machine Learning, Hadoop",2023,10,2023-10-18,100-130K
3995,LLM Engineer,Amazon,Remote,Mid,Remote,104930,"FastAPI, Pandas, LLM, Scala, NumPy, Data Engineering",2025,11,2025-11-27,100-130K
3996,Machine Learning Engineer,Intel,"San Francisco, CA",Mid,Remote,133654,"Docker, Pandas, Data Engineering",2024,1,2024-01-22,130-160K
3997,Deep Learning Engineer,HCL Technologies,"San Francisco, CA",Mid,Remote,102690,"Feature Engineering, Python, Tableau, GCP, NLP, A/B Testing, LLM, TensorFlow",2025,10,2025-10-04,100-130K
3998,LLM Engineer,Amazon,"Chicago, IL",Lead,Hybrid,208659,"GCP, Git, MLOps, Azure, Statistics, A/B Testing, TensorFlow",2024,4,2024-04-13,160K+
3999,Data Analyst,Anthropic,"Los Angeles, CA",Entry,Onsite,71592,"Transformers, AWS, FastAPI, Pandas, Feature Engineering, scikit-learn",2024,5,2024-05-22,70-100K
4000,NLP Engineer,Infosys,Remote,Mid,Remote,129575,"Feature Engineering, Deep Learning, Power BI, PyTorch, Pandas, Machine Learning, MLOps",2024,3,2024-03-26,100-130K
4001,AI Engineer,Accenture,"San Francisco, CA",Entry,Hybrid,84483,"scikit-learn, Scala, TensorFlow, Kubernetes, Azure, Deep Learning",2023,9,2023-09-03,70-100K
4002,LLM Engineer,ByteDance,"Berlin, Germany",Lead,Onsite,216187,"Git, Data Engineering, NumPy, Linux, Python, PyTorch, Computer Vision",2025,2,2025-02-19,160K+
4003,Data Scientist,Salesforce,"Boston, MA",Mid,Hybrid,113329,"Kubernetes, SQL, NLP, Hadoop, Tableau",2025,11,2025-11-26,100-130K
4004,LLM Engineer,Apple,Remote,Lead,Remote,229307,"Machine Learning, LLM, SQL, Docker, GCP, Deep Learning, A/B Testing, Hadoop",2024,11,2024-11-24,160K+
4005,Data Scientist,OpenAI,"Boston, MA",Senior,Remote,123055,"Kubernetes, A/B Testing, Spark, Computer Vision, SQL, Power BI, scikit-learn, Statistics",2022,5,2022-05-11,100-130K
4006,NLP Engineer,Apple,"Bengaluru, India",Mid,Onsite,37248,"Machine Learning, TensorFlow, Transformers, Statistics",2025,7,2025-07-18,<70K
4007,AI Engineer,IBM,"London, UK",Senior,Remote,112635,"Python, Machine Learning, Tableau, GCP, Spark, Azure",2022,1,2022-01-20,100-130K
4008,LLM Engineer,Microsoft,"Hyderabad, India",Mid,Onsite,36107,"Kubernetes, Transformers, A/B Testing, Pandas, GCP, Machine Learning",2022,12,2022-12-21,<70K
4009,LLM Engineer,Microsoft,"San Francisco, CA",Mid,Onsite,131326,"scikit-learn, NumPy, SQL, Python, Airflow, R, Git",2023,5,2023-05-03,130-160K
4010,AI Engineer,JPMorgan,"London, UK",Mid,Remote,140417,"Data Engineering, Kubernetes, R, NumPy, Linux",2023,3,2023-03-01,130-160K
4011,Machine Learning Engineer,Salesforce,"Chicago, IL",Entry,Onsite,96461,"SQL, Transformers, GCP, Feature Engineering",2022,12,2022-12-08,70-100K
4012,MLOps Engineer,Infosys,"Bengaluru, India",Entry,Onsite,19971,"AWS, Python, Azure, Machine Learning, Data Engineering, NumPy",2023,10,2023-10-07,<70K
4013,AI Research Scientist,Microsoft,"Bengaluru, India",Lead,Hybrid,55306,"FastAPI, R, A/B Testing, Tableau, Git",2024,9,2024-09-11,<70K
4014,Data Scientist,Amazon,"San Francisco, CA",Senior,Hybrid,150709,"FastAPI, Java, TensorFlow, R",2024,8,2024-08-28,130-160K
4015,MLOps Engineer,Meta,"Pune, India",Mid,Hybrid,32948,"NumPy, Airflow, LLM, AWS, TensorFlow, Git",2025,3,2025-03-09,<70K
4016,Machine Learning Engineer,Stripe,"Seattle, WA",Mid,Remote,123943,"NumPy, Deep Learning, Airflow, AWS, Machine Learning, Java, scikit-learn, Power BI",2024,4,2024-04-11,100-130K
4017,Machine Learning Engineer,Airbnb,"Los Angeles, CA",Mid,Remote,125514,"Machine Learning, Tableau, Statistics, Java, Data Engineering, Hadoop, scikit-learn, Feature Engineering",2024,8,2024-08-14,100-130K
4018,NLP Engineer,Databricks,"Bengaluru, India",Entry,Onsite,27214,"GCP, Machine Learning, Scala",2024,3,2024-03-16,<70K
4019,LLM Engineer,Stripe,"Boston, MA",Entry,Hybrid,94491,"Java, Git, Data Engineering, scikit-learn, Pandas, Airflow, Docker",2025,3,2025-03-01,70-100K
4020,Data Scientist,Infosys,"Bengaluru, India",Senior,Hybrid,40780,"Airflow, AWS, Docker, Machine Learning, Azure",2023,7,2023-07-11,<70K
4021,Machine Learning Engineer,Wipro,"Berlin, Germany",Senior,Remote,214518,"MLOps, Machine Learning, Statistics",2025,11,2025-11-28,160K+
4022,Data Scientist,Uber,Remote,Mid,Onsite,95519,"PyTorch, Linux, Java, Kubernetes, Airflow, Scala, Transformers",2023,7,2023-07-26,70-100K
4023,Machine Learning Engineer,HCL Technologies,"Los Angeles, CA",Senior,Hybrid,132377,"Hadoop, FastAPI, Feature Engineering, SQL, PyTorch, Data Engineering, Java",2025,6,2025-06-23,130-160K
4024,AI Research Scientist,Amazon,"Seattle, WA",Senior,Remote,201301,"NumPy, scikit-learn, Docker, Pandas, Java, Scala",2024,12,2024-12-16,160K+
4025,LLM Engineer,ByteDance,"Mumbai, India",Mid,Remote,35878,"Hadoop, MLOps, Python, A/B Testing, FastAPI, Deep Learning",2023,8,2023-08-23,<70K
4026,Machine Learning Engineer,Amazon,"San Francisco, CA",Entry,Remote,92526,"Tableau, PyTorch, TensorFlow, NumPy, Git, Scala, MLOps, Spark",2025,6,2025-06-27,70-100K
4027,AI Research Scientist,OpenAI,"Bengaluru, India",Mid,Hybrid,36540,"Docker, AWS, Spark, Machine Learning",2023,11,2023-11-23,<70K
4028,AI Architect,Airbnb,"London, UK",Mid,Remote,149973,"Power BI, Hadoop, Pandas, Statistics, Scala, Transformers, Python, Feature Engineering",2023,10,2023-10-17,130-160K
4029,NLP Engineer,IBM,"San Francisco, CA",Lead,Hybrid,230260,"Java, Tableau, scikit-learn, Linux, Docker",2024,11,2024-11-07,160K+
4030,AI Engineer,Palantir,"Seattle, WA",Mid,Onsite,143061,"Tableau, Pandas, SQL, LLM, R, GCP, Data Engineering",2025,1,2025-01-19,130-160K
4031,Data Scientist,Uber,"Ahmedabad, India",Senior,Remote,45480,"Statistics, Airflow, scikit-learn, Power BI, Data Engineering, Tableau",2025,10,2025-10-18,<70K
4032,LLM Engineer,SpaceX,"Seattle, WA",Mid,Onsite,115792,"Deep Learning, Docker, Scala, Tableau",2025,11,2025-11-02,100-130K
4033,LLM Engineer,Amazon,"Seattle, WA",Mid,Hybrid,120229,"Scala, Deep Learning, Docker",2023,3,2023-03-25,100-130K
4034,Machine Learning Engineer,DeepMind,"Ahmedabad, India",Senior,Hybrid,31419,"Azure, Git, Java",2023,6,2023-06-10,<70K
4035,AI Research Scientist,Infosys,"Bengaluru, India",Entry,Remote,26291,"Python, Data Engineering, R",2024,2,2024-02-20,<70K
4036,Machine Learning Engineer,Google,"New York, NY",Lead,Hybrid,230987,"Hadoop, Statistics, Feature Engineering, Power BI, NumPy, Docker",2023,7,2023-07-15,160K+
4037,Data Analyst,Tesla,"Seattle, WA",Mid,Hybrid,87936,"PyTorch, Azure, MLOps",2023,4,2023-04-18,70-100K
4038,Data Analyst,Accenture,"London, UK",Mid,Hybrid,79426,"Hadoop, PyTorch, Pandas, Tableau, Kubernetes, A/B Testing",2023,10,2023-10-14,70-100K
4039,Computer Vision Engineer,Meta,"Austin, TX",Lead,Hybrid,202456,"MLOps, Tableau, Azure, Deep Learning",2025,11,2025-11-22,160K+
4040,AI Research Scientist,Microsoft,"Mumbai, India",Mid,Hybrid,36986,"Scala, GCP, Kubernetes, Pandas, NLP, Python, Hadoop",2024,5,2024-05-04,<70K
4041,Machine Learning Engineer,TCS,"Seattle, WA",Entry,Hybrid,98563,"Feature Engineering, R, AWS",2025,5,2025-05-09,70-100K
4042,Computer Vision Engineer,Accenture,"Seattle, WA",Senior,Hybrid,182075,"Data Engineering, Machine Learning, NLP, Computer Vision, FastAPI, PyTorch, AWS, Airflow",2025,7,2025-07-26,160K+
4043,LLM Engineer,IBM,"San Francisco, CA",Entry,Remote,136548,"Statistics, Transformers, Linux, Data Engineering, Computer Vision, Scala",2025,7,2025-07-17,130-160K
4044,Data Scientist,Adobe,"Bengaluru, India",Senior,Onsite,42697,"GCP, Pandas, Java",2025,3,2025-03-13,<70K
